sa2_code,indicator_key,raw_value,score,rating,reference_period,start_year,end_year,quality_status,quality_note,coverage_fraction,method_id
210011534,rent_weekly,408,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
210011534,population_growth,1.1246848943184022,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
210011534,transport_access,7.900362956801667,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
210011534,green_space_per_resident,39.20968891306092,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
210021232,rent_weekly,430,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
210021232,population_growth,12.032292032292032,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
210021232,transport_access,0.0,,,Morning access index; live snapshot retrieved 2026-09-08,,,limited,"The transport data covers less than half of this area, so treat this figure with care. It is a land-area-weighted average of the morning (8–9am) access index over the covered part only.",0.009356102340830301,ptal-area-weighted-mean-v1
210021232,green_space_per_resident,,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,unavailable,"No selected open-space polygon intersects this SA2; inventory coverage is unknown, so no zero is asserted. Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
210021233,rent_weekly,361,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
210021233,population_growth,2.234162895927602,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
210021233,transport_access,,,,Morning access index; live snapshot retrieved 2026-09-08,,,unavailable,"No valid PTAL polygon area intersects this SA2. Outside coverage is unknown, not zero access.",0.0,ptal-area-weighted-mean-v1
210021233,green_space_per_resident,,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,unavailable,"No selected open-space polygon intersects this SA2; inventory coverage is unknown, so no zero is asserted. Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
210021234,rent_weekly,400,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
210021234,population_growth,3.309320126069338,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
210021234,transport_access,0.0,,,Morning access index; live snapshot retrieved 2026-09-08,,,limited,"The transport data covers less than half of this area, so treat this figure with care. It is a land-area-weighted average of the morning (8–9am) access index over the covered part only.",0.012517002576921163,ptal-area-weighted-mean-v1
210021234,green_space_per_resident,,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,unavailable,"No selected open-space polygon intersects this SA2; inventory coverage is unknown, so no zero is asserted. Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
210021235,rent_weekly,365,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
210021235,population_growth,8.999246136449303,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
210021235,transport_access,0.0,,,Morning access index; live snapshot retrieved 2026-09-08,,,limited,"The transport data covers less than half of this area, so treat this figure with care. It is a land-area-weighted average of the morning (8–9am) access index over the covered part only.",0.0032031623828693272,ptal-area-weighted-mean-v1
210021235,green_space_per_resident,0.6955593902807171,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
210031236,rent_weekly,401,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
210031236,population_growth,1.789173789173789,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
210031236,transport_access,9.377804936133463,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
210031236,green_space_per_resident,106.55576644892615,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
210031237,rent_weekly,380,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
210031237,population_growth,2.1311142683174347,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
210031237,transport_access,9.420624986001847,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
210031237,green_space_per_resident,56.9644607832034,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
210031439,rent_weekly,423,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
210031439,population_growth,1.8694550063371356,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
210031439,transport_access,3.27018723922004,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999235,ptal-area-weighted-mean-v1
210031439,green_space_per_resident,122.22139963975373,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
210031440,rent_weekly,376,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
210031440,population_growth,4.0037535189239915,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
210031440,transport_access,6.696815275519535,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999707,ptal-area-weighted-mean-v1
210031440,green_space_per_resident,12.063536435859252,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
210031535,rent_weekly,369,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
210031535,population_growth,1.2656601349180854,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
210031535,transport_access,5.769289850955763,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
210031535,green_space_per_resident,27.660200708030874,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
210031536,rent_weekly,369,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
210031536,population_growth,3.4285096257841228,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
210031536,transport_access,6.102589904331313,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999991,ptal-area-weighted-mean-v1
210031536,green_space_per_resident,38.93353329666124,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
210031537,rent_weekly,401,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
210031537,population_growth,4.979762050778854,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
210031537,transport_access,6.6817223477829435,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999974,ptal-area-weighted-mean-v1
210031537,green_space_per_resident,35.102269436947964,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
210031538,rent_weekly,400,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
210031538,population_growth,4.027630772658905,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
210031538,transport_access,9.711967562345578,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
210031538,green_space_per_resident,16.208907208904456,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
210041240,rent_weekly,371,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
210041240,population_growth,10.867369028719873,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
210041240,transport_access,0.2542167386096371,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999755367168608,ptal-area-weighted-mean-v1
210041240,green_space_per_resident,174.58461637488273,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
210041539,rent_weekly,396,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
210041539,population_growth,59.83659428079983,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
210041539,transport_access,0.35523976694548326,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999869,ptal-area-weighted-mean-v1
210041539,green_space_per_resident,18.03136193177144,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
210041540,rent_weekly,351,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
210041540,population_growth,17.52625282467101,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
210041540,transport_access,1.553248614493154,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999971,ptal-area-weighted-mean-v1
210041540,green_space_per_resident,74.86442072917933,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
210041541,rent_weekly,376,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
210041541,population_growth,-0.4330129037845328,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
210041541,transport_access,0.9847401641939194,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9995405165764706,ptal-area-weighted-mean-v1
210041541,green_space_per_resident,94.68677375586924,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
210051242,rent_weekly,331,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
210051242,population_growth,1.5257340476029022,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
210051242,transport_access,7.361878893068492,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.999999999999977,ptal-area-weighted-mean-v1
210051242,green_space_per_resident,75.71480534067493,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
210051243,rent_weekly,330,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
210051243,population_growth,-2.955285756588688,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
210051243,transport_access,3.4445128304925143,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999857,ptal-area-weighted-mean-v1
210051243,green_space_per_resident,70.61801682786324,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
210051245,rent_weekly,371,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
210051245,population_growth,-1.6829766641574362,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
210051245,transport_access,2.465817913382036,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
210051245,green_space_per_resident,178.42541040147066,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
210051246,rent_weekly,430,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
210051246,population_growth,25.74369096292119,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
210051246,transport_access,0.22830819845994388,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
210051246,green_space_per_resident,410.8688851377115,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
210051247,rent_weekly,346,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
210051247,population_growth,-6.306818181818182,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
210051247,transport_access,5.0899937262968065,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.999999999999972,ptal-area-weighted-mean-v1
210051247,green_space_per_resident,54.900337287403126,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
210051248,rent_weekly,250,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
210051248,population_growth,-9.090909090909092,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
210051248,transport_access,0.17036964989078504,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
210051248,green_space_per_resident,3541.6158619705793,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
210051250,rent_weekly,351,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
210051250,population_growth,-1.421453692848769,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
210051250,transport_access,4.300755235310818,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999892,ptal-area-weighted-mean-v1
210051250,green_space_per_resident,27.76310135130026,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
210051441,rent_weekly,350,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
210051441,population_growth,-6.230636833046471,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
210051441,transport_access,4.543012384757943,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999936,ptal-area-weighted-mean-v1
210051441,green_space_per_resident,33.74012721565642,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
210051442,rent_weekly,371,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
210051442,population_growth,-0.3645388970759327,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
210051442,transport_access,1.4184148343404448,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
210051442,green_space_per_resident,105.77160860526196,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
210051443,rent_weekly,375,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
210051443,population_growth,12.939164201183432,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
210051443,transport_access,4.545129680594897,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999966,ptal-area-weighted-mean-v1
210051443,green_space_per_resident,36.5133884931054,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
210051445,rent_weekly,400,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
210051445,population_growth,111.12183094816959,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
210051445,transport_access,0.3203478353252849,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
210051445,green_space_per_resident,11.297133021407015,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
210051542,rent_weekly,396,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
210051542,population_growth,22.04690370690587,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
210051542,transport_access,5.435043252556632,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999596,ptal-area-weighted-mean-v1
210051542,green_space_per_resident,1.9995990106067014,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
210051543,rent_weekly,381,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
210051543,population_growth,17.99479782454481,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
210051543,transport_access,6.120773896292554,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
210051543,green_space_per_resident,22.97222231327508,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
210051544,rent_weekly,375,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
210051544,population_growth,-3.425271333266952,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
210051544,transport_access,3.1758725231892773,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
210051544,green_space_per_resident,90.88849141225603,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
210051545,rent_weekly,395,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
210051545,population_growth,2.9813913159474423,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
210051545,transport_access,3.1074744523686326,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999982,ptal-area-weighted-mean-v1
